Entity,Code,Year,Inbound arrivals (same day)
Gabon,GAB,2004,107000
Gabon,GAB,2005,257000
Georgia,GEO,2010,965000
Georgia,GEO,2011,879000
Georgia,GEO,2012,1646000
Georgia,GEO,2013,2070000
Georgia,GEO,2014,2065000
Georgia,GEO,2015,2244000
Georgia,GEO,2016,2096000
Georgia,GEO,2017,2413500
Georgia,GEO,2018,2446000
Georgia,GEO,2019,2645300
Georgia,GEO,2020,426000
Georgia,GEO,2021,144000
Greece,GRC,1995,582000
Greece,GRC,1996,549000
Greece,GRC,1997,518000
Greece,GRC,1998,448000
Greece,GRC,1999,442000
Greece,GRC,2000,472000
Greece,GRC,2001,621000
Greece,GRC,2002,738000
Greece,GRC,2003,815000
Greece,GRC,2004,955000
Greece,GRC,2005,1173000
Greece,GRC,2006,1245000
Greece,GRC,2013,2192000
Greece,GRC,2014,2239000
Greece,GRC,2015,2515000
Greece,GRC,2016,3271000
Greece,GRC,2017,2967000
Greece,GRC,2018,2949000
Greece,GRC,2019,2656200
Greece,GRC,2020,31400
Greece,GRC,2021,541000
Grenada,GRD,1995,261000
Grenada,GRD,1996,278000
Grenada,GRD,1997,257000
Grenada,GRD,1998,276000
Grenada,GRD,1999,254000
Grenada,GRD,2000,187000
Grenada,GRD,2001,154000
Grenada,GRD,2002,139000
Grenada,GRD,2003,152000
Grenada,GRD,2004,236000
Grenada,GRD,2005,281000
Grenada,GRD,2006,224000
Grenada,GRD,2007,275000
Grenada,GRD,2008,298000
Grenada,GRD,2009,346000
Grenada,GRD,2010,335000
Grenada,GRD,2011,328000
Grenada,GRD,2012,245000
Grenada,GRD,2013,199000
Grenada,GRD,2014,237000
Grenada,GRD,2015,282000
Grenada,GRD,2016,318000
Grenada,GRD,2017,300000
Grenada,GRD,2018,343000
Grenada,GRD,2019,338000
Grenada,GRD,2020,162500
Grenada,GRD,2021,25000
Guadeloupe,GLP,1995,419000
Guadeloupe,GLP,1996,611000
Guadeloupe,GLP,1997,470000
Guadeloupe,GLP,1998,334000
Guadeloupe,GLP,1999,293000
Guadeloupe,GLP,2000,392000
Guadeloupe,GLP,2001,238000
Guadeloupe,GLP,2002,148000
Guadeloupe,GLP,2003,130000
Guadeloupe,GLP,2004,104000
Guadeloupe,GLP,2005,73000
Guadeloupe,GLP,2006,72000
Guadeloupe,GLP,2007,92000
Guadeloupe,GLP,2008,115000
Guadeloupe,GLP,2009,111000
Guadeloupe,GLP,2010,105000
Guadeloupe,GLP,2011,102000
Guadeloupe,GLP,2012,162000
Guadeloupe,GLP,2013,158000
Guadeloupe,GLP,2014,234000
Guadeloupe,GLP,2015,310000
Guadeloupe,GLP,2016,276000
Guadeloupe,GLP,2017,320000
Guadeloupe,GLP,2018,431000
Guatemala,GTM,2004,11000
Guatemala,GTM,2005,18000
Guatemala,GTM,2006,35000
Guatemala,GTM,2007,179000
Guatemala,GTM,2008,188000
Guatemala,GTM,2009,256000
Guatemala,GTM,2010,264000
Guatemala,GTM,2011,275000
Guatemala,GTM,2012,291000
Guatemala,GTM,2013,291000
Guatemala,GTM,2014,368000
Guatemala,GTM,2015,392000
Guatemala,GTM,2016,321000
Guatemala,GTM,2017,454000
Guatemala,GTM,2018,625000
Guatemala,GTM,2019,807200
Guatemala,GTM,2020,198300
Guatemala,GTM,2021,63900
Haiti,HTI,1995,225000
Haiti,HTI,1996,250000
Haiti,HTI,1997,238000
Haiti,HTI,1998,246000
Haiti,HTI,1999,243000
Haiti,HTI,2000,305000
Haiti,HTI,2001,357000
Haiti,HTI,2002,342000
Haiti,HTI,2003,382000
Haiti,HTI,2004,289000
Haiti,HTI,2005,368000
Haiti,HTI,2006,450000
Haiti,HTI,2007,482000
Haiti,HTI,2008,500000
Haiti,HTI,2009,439000
Haiti,HTI,2010,538000
Haiti,HTI,2011,597000
Haiti,HTI,2012,610000
Haiti,HTI,2013,644000
Haiti,HTI,2014,662400
Haiti,HTI,2015,674000
Haiti,HTI,2016,708000
Haiti,HTI,2017,795000
Haiti,HTI,2018,885000
Haiti,HTI,2019,652000
Haiti,HTI,2020,119000
Haiti,HTI,2021,0
Honduras,HND,1996,8000
Honduras,HND,1997,3000
Honduras,HND,1998,3000
Honduras,HND,1999,57000
Honduras,HND,2000,218000
Honduras,HND,2001,154000
Honduras,HND,2002,239000
Honduras,HND,2003,276000
Honduras,HND,2004,385000
Honduras,HND,2005,445000
Honduras,HND,2006,398000
Honduras,HND,2007,505000
Honduras,HND,2008,693000
Honduras,HND,2009,754000
Honduras,HND,2010,1103000
Honduras,HND,2011,980000
Honduras,HND,2012,1009000
Honduras,HND,2013,994000
Honduras,HND,2014,1214000
Honduras,HND,2015,1212000
Honduras,HND,2016,1390000
Honduras,HND,2017,1294000
Honduras,HND,2018,1477000
Honduras,HND,2019,1590000
Honduras,HND,2020,465000
Honduras,HND,2021,367000
Hong Kong,HKG,1995,5000
Hong Kong,HKG,1996,7000
Hong Kong,HKG,1997,8000
Hong Kong,HKG,1998,3023000
Hong Kong,HKG,1999,3492000
Hong Kong,HKG,2000,4246000
Hong Kong,HKG,2001,4847000
Hong Kong,HKG,2002,5878000
Hong Kong,HKG,2003,5861000
Hong Kong,HKG,2004,8156000
Hong Kong,HKG,2005,8586000
Hong Kong,HKG,2006,9430000
Hong Kong,HKG,2007,11015000
Hong Kong,HKG,2008,12187000
Hong Kong,HKG,2009,12665000
Hong Kong,HKG,2010,15945000
Hong Kong,HKG,2011,19605000
Hong Kong,HKG,2012,24845000
Hong Kong,HKG,2013,28638000
Hong Kong,HKG,2014,33068398
Hong Kong,HKG,2015,32622000
Hong Kong,HKG,2016,30102000
Hong Kong,HKG,2017,30588000
Hong Kong,HKG,2018,35885000
Hong Kong,HKG,2019,32160000
Hong Kong,HKG,2020,2210000
Hong Kong,HKG,2021,2000
Hungary,HUN,2004,21722000
Hungary,HUN,2005,26194000
Hungary,HUN,2006,29059000
Hungary,HUN,2007,30741000
Hungary,HUN,2008,30740000
Hungary,HUN,2009,31565000
Hungary,HUN,2010,30394000
Hungary,HUN,2011,31054000
Hungary,HUN,2012,33212000
Hungary,HUN,2013,32987000
Hungary,HUN,2014,33844000
Hungary,HUN,2015,34029000
Hungary,HUN,2016,37635000
Hungary,HUN,2017,39176000
Hungary,HUN,2018,40115000
Hungary,HUN,2019,44460000
Hungary,HUN,2020,24224000
Hungary,HUN,2021,28758400
Iceland,ISL,1995,21000
Iceland,ISL,1996,22000
Iceland,ISL,1997,21000
Iceland,ISL,1998,23000
Iceland,ISL,1999,18000
Iceland,ISL,2000,25000
Iceland,ISL,2001,28000
Iceland,ISL,2002,30000
Iceland,ISL,2003,31000
Iceland,ISL,2004,45000
Iceland,ISL,2005,55000
Iceland,ISL,2006,55000
Iceland,ISL,2007,54000
Iceland,ISL,2008,59000
Iceland,ISL,2009,69000
Iceland,ISL,2010,70000
Iceland,ISL,2011,63000
Iceland,ISL,2012,92000
Iceland,ISL,2013,92400
Iceland,ISL,2014,104800
Iceland,ISL,2015,100000
Iceland,ISL,2016,99000
Iceland,ISL,2017,128000
Iceland,ISL,2018,144700
Iceland,ISL,2019,189000
Iceland,ISL,2020,1300
Iceland,ISL,2021,19000
India,IND,1995,19000
India,IND,1996,20000
India,IND,1997,21000
India,IND,1998,23000
India,IND,1999,26000
India,IND,2000,28000
India,IND,2001,54000
India,IND,2002,44000
India,IND,2003,48000
India,IND,2004,55000
India,IND,2005,119000
India,IND,2006,179000
India,IND,2007,162000
India,IND,2008,90000
India,IND,2009,127000
India,IND,2010,105000
India,IND,2019,160000
India,IND,2020,46000
India,IND,2021,21000
Indonesia,IDN,2015,444000
Indonesia,IDN,2016,447000
Indonesia,IDN,2017,1092000
Indonesia,IDN,2018,2414000
Indonesia,IDN,2019,652000
Indonesia,IDN,2020,137400
Indonesia,IDN,2021,11200
Iran,IRN,2021,107000
Ireland,IRL,1996,245000
Ireland,IRL,1997,336000
Ireland,IRL,1998,364000
Ireland,IRL,1999,344000
Ireland,IRL,2000,345000
Ireland,IRL,2001,344000
Ireland,IRL,2002,305000
Ireland,IRL,2003,334000
Ireland,IRL,2004,349000
Ireland,IRL,2005,367000
Ireland,IRL,2006,424000
Ireland,IRL,2007,422000
Ireland,IRL,2008,551000
Ireland,IRL,2009,479000
Ireland,IRL,2010,439000
Ireland,IRL,2011,489000
Ireland,IRL,2012,478000
Ireland,IRL,2013,595000
Ireland,IRL,2014,776000
Ireland,IRL,2015,894000
Ireland,IRL,2016,1157000
Ireland,IRL,2017,1205000
Ireland,IRL,2018,1340000
Ireland,IRL,2019,1450000
Israel,ISR,1995,318000
Israel,ISR,1996,260000
Israel,ISR,1997,285000
Israel,ISR,1998,258000
Israel,ISR,1999,254000
Israel,ISR,2000,255000
Israel,ISR,2001,23000
Israel,ISR,2002,300
Israel,ISR,2004,200
Israel,ISR,2005,13000
Israel,ISR,2006,9000
Israel,ISR,2007,227000
Israel,ISR,2008,462000
Israel,ISR,2009,418000
Israel,ISR,2010,641000
Israel,ISR,2011,542000
Israel,ISR,2012,635000
Israel,ISR,2013,578000
Israel,ISR,2014,324000
Israel,ISR,2015,309000
Israel,ISR,2016,170000
Israel,ISR,2017,250000
Israel,ISR,2018,269000
Israel,ISR,2019,353000
Israel,ISR,2020,56000
Israel,ISR,2021,6000
Italy,ITA,1995,24654000
Italy,ITA,1996,25726000
Italy,ITA,1997,23306000
Italy,ITA,1998,23567000
Italy,ITA,1999,23005000
Italy,ITA,2000,21522000
Italy,ITA,2001,21397000
Italy,ITA,2002,23762000
Italy,ITA,2003,23422000
Italy,ITA,2004,21409000
Italy,ITA,2005,22717000
Italy,ITA,2006,25295000
Italy,ITA,2007,26617000
Italy,ITA,2008,27985000
Italy,ITA,2009,28453000
Italy,ITA,2010,29599000
Italy,ITA,2011,29747000
Italy,ITA,2012,29933000
Italy,ITA,2013,29058000
Italy,ITA,2014,29118000
Italy,ITA,2015,30336000
Italy,ITA,2016,32552000
Italy,ITA,2017,31678000
Italy,ITA,2018,31661400
Italy,ITA,2019,30886000
Italy,ITA,2020,13229000
Italy,ITA,2021,13298000
Jamaica,JAM,1995,605000
Jamaica,JAM,1996,658000
Jamaica,JAM,1997,712000
Jamaica,JAM,1998,674000
Jamaica,JAM,1999,764000
Jamaica,JAM,2000,908000
Jamaica,JAM,2001,840000
Jamaica,JAM,2002,865000
Jamaica,JAM,2003,1133000
Jamaica,JAM,2004,1100000
Jamaica,JAM,2005,1136000
Jamaica,JAM,2006,1337000
Jamaica,JAM,2007,1180000
Jamaica,JAM,2008,1092000
Jamaica,JAM,2009,922000
Jamaica,JAM,2010,910000
Jamaica,JAM,2011,1125000
Jamaica,JAM,2012,1320000
Jamaica,JAM,2013,1265000
Jamaica,JAM,2014,1424000
Jamaica,JAM,2015,1569000
Jamaica,JAM,2016,1655600
Jamaica,JAM,2017,1923000
Jamaica,JAM,2018,1846000
Jamaica,JAM,2019,1553000
Jamaica,JAM,2020,449300
Jamaica,JAM,2021,71000
Jordan,JOR,1995,7000
Jordan,JOR,1996,16000
Jordan,JOR,1997,15000
Jordan,JOR,1998,1666000
Jordan,JOR,1999,1441000
Jordan,JOR,2000,1120000
Jordan,JOR,2001,1362000
Jordan,JOR,2002,2293000
Jordan,JOR,2003,2247000
Jordan,JOR,2004,2734000
Jordan,JOR,2005,2831000
Jordan,JOR,2006,3348000
Jordan,JOR,2007,3098000
Jordan,JOR,2008,3372000
Jordan,JOR,2009,3295000
Jordan,JOR,2010,3871000
Jordan,JOR,2011,2853000
Jordan,JOR,2012,2152000
Jordan,JOR,2013,1444000
Jordan,JOR,2014,1337000
Jordan,JOR,2015,1048000
Jordan,JOR,2016,669000
Jordan,JOR,2017,721600
Jordan,JOR,2018,772000
Jordan,JOR,2019,872200
Jordan,JOR,2020,173000
Jordan,JOR,2021,347000
Kazakhstan,KAZ,2000,212000
Kazakhstan,KAZ,2001,848000
Kazakhstan,KAZ,2002,846000
Kazakhstan,KAZ,2003,827000
Kazakhstan,KAZ,2004,1218000
Kazakhstan,KAZ,2005,1222000
Kazakhstan,KAZ,2006,1239000
Kazakhstan,KAZ,2007,1435000
Kazakhstan,KAZ,2008,1112000
Kazakhstan,KAZ,2009,1019000
Kazakhstan,KAZ,2010,1106000
Kazakhstan,KAZ,2011,1592000
Kazakhstan,KAZ,2012,1726000
Kazakhstan,KAZ,2013,1915000
Kazakhstan,KAZ,2014,1773000
Kenya,KEN,1995,56000
Kenya,KEN,1996,56000
Kenya,KEN,1997,72000
Kenya,KEN,1998,102000
Kenya,KEN,1999,107000
Kenya,KEN,2000,138000
Kenya,KEN,2001,153000
Kenya,KEN,2002,163000
Kenya,KEN,2003,219000
Kenya,KEN,2004,162000
Kenya,KEN,2005,80000
Kenya,KEN,2006,137000
Kenya,KEN,2007,131000
Kenya,KEN,2008,62000
Kenya,KEN,2009,98000
Kenya,KEN,2010,139000
Kenya,KEN,2011,73000
Kenya,KEN,2012,92000
Kenya,KEN,2013,86000
Kenya,KEN,2014,89000
Kenya,KEN,2015,66000
Kenya,KEN,2016,72000
Kenya,KEN,2017,85000
Kiribati,KIR,1999,15200
Kiribati,KIR,2000,8600
